GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,73.0,73 [59 - 96],59.0,96.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,1400000.0,1 400 000 [1 200 000 - 1 600 000],1200000.0,1600000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,130000.0,130 000 [100 000 - 170 000],100000.0,170000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2015,2015,2015,AFR,Africa,KEN,Kenya,,,,36000.0,36 000 [25 000 - 54 000],25000.0,54000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2020,2020,2020,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.64,0.64 [0.41 - 1],0.41,1.0
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2022,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.339855495,2.34,,
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2022,2022,2022,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.419677306,2.42,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2007,2007,2007,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,2.9,2.9 [1.8 - 4.6],1.8,4.6
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,6.5,6.5 [5.9 - 7.4],5.9,7.4
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,24.0,24 [22 - 28],22.0,28.0
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hiv-testing-volume-and-positivity,2023,2023,2023,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.980117153,1.98,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2014,2014,2014,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.1,1.1 [0.7 - 1.7],0.7,1.7
HIV_0000000020,Estimated number of pregnant women living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-percentage-of-pregnant-women-living-with-hiv-who-received-antiretrovirals-for-preventing-mother-to-child-transmission,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,90.0,90 [77 - 100],77.0,100.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2015,2015,2015,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.87,0.87 [0.56 - 1.4],0.56,1.4
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2024,2024,2024,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.48,0.48 [0.3 - 0.75],0.3,0.75
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,3.9,3.9 [3.5 - 4.4],3.5,4.4
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2013,2013,2013,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,1.3,1.3 [0.8 - 2],0.8,2.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2008,2008,2008,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.1,2.1 [1.3 - 3.3],1.3,3.3
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1996,1996,1996,AFR,Africa,KEN,Kenya,,,,190000.0,190 000 [150 000 - 250 000],150000.0,250000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1994,1994,1994,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,9.4,9.4 [6 - 14.7],6.0,14.7
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,0.62,0.62 [0.39 - 0.97],0.39,0.97
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,66070.0,66 070,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,230000.0,230 000 [180 000 - 300 000],180000.0,300000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1993,1993,1993,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,8.2,8.2 [5.3 - 13],5.3,13.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,6.0,6 [5.4 - 6.8],5.4,6.8
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,290000.0,290 000 [230 000 - 380 000],230000.0,380000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,61.0,61 [49 - 81],49.0,81.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,656369.0,656 369,,
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,60000.0,60 000 [51 000 - 70 000],51000.0,70000.0
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,78000.0,78 000 [67 000 - 92 000],67000.0,92000.0
HIV_0000000001,Estimated number of people (all ages) living with HIV,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-people--living-with-hiv,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,1400000.0,1 400 000 [1 300 000 - 1 600 000],1300000.0,1600000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1995,1995,1995,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,8.2,8.2 [5.2 - 12.7],5.2,12.7
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1997,1997,1997,AFR,Africa,KEN,Kenya,,,,210000.0,210 000 [170 000 - 280 000],170000.0,280000.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2006,2006,2006,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,2.7,2.7 [1.7 - 4.2],1.7,4.2
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1996,1996,1996,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,8.7,8.7 [5.5 - 13.5],5.5,13.5
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2021,2021,2021,AFR,Africa,KEN,Kenya,SEX,SEX_BTSX,Both sexes,0.47,0.47 [0.3 - 0.73],0.3,0.73
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2006,2006,2006,AFR,Africa,KEN,Kenya,,,,270000.0,270 000 [220 000 - 360 000],220000.0,360000.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,17.0,17 [14 - 22],14.0,22.0
HIV_0000000024,Estimated antiretroviral therapy coverage among children,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-antiretroviral-therapy-coverage-among-children,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,6.0,6 [5 - 8],5.0,8.0
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,2011,2011,2011,AFR,Africa,KEN,Kenya,SEX,SEX_MLE,Male,1.2,1.2 [0.75 - 1.9],0.75,1.9
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,3.2,3.2 [2.9 - 3.6],2.9,3.6
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,20000.0,20 000 [13 000 - 31 000],13000.0,31000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,1998,1998,1998,AFR,Africa,KEN,Kenya,,,,230000.0,230 000 [180 000 - 300 000],180000.0,300000.0
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,62000.0,62 000 [50 000 - 82 000],50000.0,82000.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,20577.0,20 577,,
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,69387.0,69 387,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,96000.0,96 000 [77 000 - 130 000],77000.0,130000.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,5.6,5.6 [5.1 - 6.3],5.1,6.3
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,0.0,0 [0 - 0],0.0,0.0
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,110000.0,110 000 [68 000 - 170 000],68000.0,170000.0
HIV_ARTCOVERAGE,Estimated antiretroviral therapy coverage among people living with HIV (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/percentage-of-people-living-with-hiv-who-are-currently-receiving-antiretroviral-therapy-%28art%29,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,4.0,4 [3 - 4],3.0,4.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2007,2007,2007,AFR,Africa,KEN,Kenya,,,,95000.0,95 000 [66 000 - 140 000],66000.0,140000.0
HIV_0000000009,Reported number of people receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-people-receiving-antiretroviral-therapy,2001,2001,2001,AFR,Africa,KEN,Kenya,,,,0.0,0,,
SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections-per-1000-uninfected-population-%28sdg-3.3.1%29,1999,1999,1999,AFR,Africa,KEN,Kenya,SEX,SEX_FMLE,Female,6.2,6.2 [3.9 - 9.7],3.9,9.7
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,78739.0,78 739,,
HIV_0000000026,Number of new HIV infections,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-new-hiv-infections,2005,2005,2005,AFR,Africa,KEN,Kenya,,,,100000.0,100 000 [64 000 - 150 000],64000.0,150000.0
HIV_0000000011,Reported number of children receiving antiretroviral therapy,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/reported-number-of-children-receiving-antiretroviral-therapy,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,0.0,0,,
HIV_0000000023,Estimated number of children needing antiretroviral therapy based on WHO methods,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-children-needing-antiretroviral-therapy-based-on-who-methods,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,280000.0,280 000 [220 000 - 370 000],220000.0,370000.0
HIV_0000000006,Number of people dying from HIV-related causes,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-due-to-hiv-aids,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,58000.0,58 000 [40 000 - 87 000],40000.0,87000.0
MDG_0000000029,Prevalence of HIV among adults aged 15 to 49 (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/prevalence-of-hiv-among-adults-aged-15-to-49-%28-%29,2003,2003,2003,AFR,Africa,KEN,Kenya,,,,7.4,7.4 [6.6 - 8.3],6.6,8.3
HIV_0000000021,Estimated number of pregnant women living with HIV needing antiretrovirals for preventing mother-to-child transmission,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/estimated-number-of-pregnant-women-living-with-hiv-needing-antiretrovirals-for-preventing-mother-to-child-transmission,1991,1991,1991,AFR,Africa,KEN,Kenya,,,,75000.0,75 000 [64 000 - 88 000],64000.0,88000.0
