GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,48737.0,48 737,,
HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/specialist-medical-practitioners-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,1951.0,1951,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,2776.0,2776,,
HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,3252.0,3252,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,14662.0,14 662,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,1.6,1.6,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,2028.0,2028,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,12792.0,12 792,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,91653.0,91 653,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,15994.0,15 994,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,0.17,0.17,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,60127.0,60 127,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,718.0,718,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,1000.0,1000,,
HWF_0020,Medical and Pathology Laboratory Technicians  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-technicians-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,836.0,836,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,60127.0,60 127,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,14.06,14.06,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,61643.0,61 643,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,14.07,14.07,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,9149.0,9149,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,974.0,974,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2011,2011,2011,AFR,Africa,KEN,Kenya,,,,0.22,0.22,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,1004.0,1004,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,1.99,1.99,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,6897.0,6897,,
HWF_0024,Community Health Workers (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/community-health-workers-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,106629.0,106 629,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,16146.0,16 146,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,3887.0,3887,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,69271.0,69 271,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,10.56,10.56,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,137.0,137,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,8682.0,8682,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,6.5,6.5,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,2921.0,2921,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,0.05,0.05,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,15948.0,15 948,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,7129.0,7129,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,8156.0,8156,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,2202.0,2202,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,6897.0,6897,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,1090.0,1090,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,16146.0,16 146,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,1.69,1.69,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2002,2002,2002,AFR,Africa,KEN,Kenya,,,,4506.0,4506,,
HWF_0013,Dental Prosthetic Technicians (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-prosthetic-technicians-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,129.0,129,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,2288.0,2288,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,1551.0,1551,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,0.22,0.22,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,636.0,636,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,0.25,0.25,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,0.23,0.23,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,898.0,898,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,12.12,12.12,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,6856.0,6856,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,30830.0,30 830,,
HWF_0018,Environmental and Occupational Health Inspectors and Associates  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-inspectors-and-associates-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,223.0,223,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2016,2016,2016,AFR,Africa,KEN,Kenya,,,,50829.0,50 829,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,59901.0,59 901,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,3.95,3.95,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,59901.0,59 901,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,2494.0,2494,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,40292.0,40 292,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,8.96,8.96,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,29678.0,29 678,,
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,263.0,263,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2009,2009,2009,AFR,Africa,KEN,Kenya,,,,1.71,1.71,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,246.0,246,,
HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,8217.0,8217,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,6623.0,6623,,
HWF_0008,Nursing personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-personnel-%28number%29,2008,2008,2008,AFR,Africa,KEN,Kenya,,,,14073.0,14 073,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,1773.0,1773,,
HWF_0004,Specialist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/specialist-medical-practitioners-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,3521.0,3521,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,8092.0,8092,,
HWF_0010,"Dentists (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28per-10-000-population%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,0.22,0.22,,
HWF_0013,Dental Prosthetic Technicians (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-prosthetic-technicians-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,261.0,261,,
HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,5602.0,5602,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2022,2022,2022,AFR,Africa,KEN,Kenya,,,,8673.0,8673,,
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,464.0,464,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2012,2012,2012,AFR,Africa,KEN,Kenya,,,,61769.0,61 769,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,15994.0,15 994,,
HWF_0020,Medical and Pathology Laboratory Technicians  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-and-pathology-laboratory-technicians-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,730.0,730,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,5203.0,5203,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2019,2019,2019,AFR,Africa,KEN,Kenya,,,,1442.0,1442,,
HWF_0012,Dental Assistants and Therapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dental-assistants-and-therapists-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,382.0,382,,
HWF_0017,Environmental and Occupational Health and Hygiene Professionals  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/environmental-and-occupational-health-and-hygiene-professionals-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,5029.0,5029,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,34588.0,34 588,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2021,2021,2021,AFR,Africa,KEN,Kenya,,,,7412.0,7412,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2014,2014,2014,AFR,Africa,KEN,Kenya,,,,43311.0,43 311,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2020,2020,2020,AFR,Africa,KEN,Kenya,,,,0.74,0.74,,
HWF_0011,Dentists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/dentists-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,277.0,277,,
HWF_0009,Midwifery personnel (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/midwifery-personnel-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,277.0,277,,
HWF_0015,Pharmacists  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmacists-number,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,3097.0,3097,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,2.89,2.89,,
HWF_0005,Medical doctors not further defined (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-not-further-defined-%28number%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,7129.0,7129,,
HWF_0007,Nursing and midwifery personnel  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28number%29,2017,2017,2017,AFR,Africa,KEN,Kenya,,,,53168.0,53 168,,
HWF_0021,Physiotherapists (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapists-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,705.0,705,,
HWF_0016,Pharmaceutical Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/pharmaceutical-technicians-and-assistants-%28number%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,1321.0,1321,,
HWF_0001,"Medical doctors (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28per-10-000-population%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,1.71,1.71,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,7.13,7.13,,
HWF_0022,Physiotherapy Technicians and Assistants  (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/physiotherapy-technicians-and-assistants-%28number%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,68.0,68,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2023,2023,2023,AFR,Africa,KEN,Kenya,,,,12.52,12.52,,
HWF_0002,Medical doctors (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/medical-doctors-%28number%29,2018,2018,2018,AFR,Africa,KEN,Kenya,,,,8042.0,8042,,
HWF_0003,Generalist medical practitioners (number),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/generalist-medical-practitioners-%28number%29,2024,2024,2024,AFR,Africa,KEN,Kenya,,,,11141.0,11 141,,
HWF_0006,"Nursing and midwifery personnel (per 10,000)",https://www.who.int/data/gho/data/indicators/indicator-details/GHO/nursing-and-midwifery-personnel-%28per-10-000-population%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,4.65,4.65,,
