GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
WHS6_102,Hospital beds (per 10 000 population),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/hospital-beds-%28per-10-000-population%29,2004,2004,2004,AFR,Africa,KEN,Kenya,,,,14.0,14.0,,
DEVICES05,Total density per 100 000 population: Specialized hospitals,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-density-per-100-000-population-specialized-hospitals,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,0.01578,0.02,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,CAREPATIENT,CAREPATIENT_CAREPATIENT_OUT,Outpatient,67.86,67.86,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,Q1 (Poorest),80.4,80.4,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,72.77,72.77,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,CAREPATIENT,CAREPATIENT_CAREPATIENT_TOT,Total,8.57,8.57,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,Q3,74.44,74.44,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,CAREPATIENT,CAREPATIENT_CAREPATIENT_INP,Inpatient,15.35,15.35,,
DEVICES04,Total density per 100 000 population: Provincial hospitals,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-density-per-100-000-population-provincial-hospitals,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,0.04,0.04,,
DEVICES05,Total density per 100 000 population: Specialized hospitals,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-density-per-100-000-population-specialized-hospitals,2010,2010,2010,AFR,Africa,KEN,Kenya,,,,0.02,0.02,,
DEVICES01,Total density per 100 000 population: Health posts,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/total-density-per-100-000-population-health-posts,2013,2013,2013,AFR,Africa,KEN,Kenya,,,,7.55292,7.55,,
CARE_SOURCE,Care-seeking by type of patient and source of care (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/sources-of-care-in-mixed-health-systems,2014,2014,2014,AFR,Africa,KEN,Kenya,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,Q4,32.24,32.24,,
